Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
EX_fe2(e)	Fe2+ exchange	fe2[e]  <=> 		1	-1000.00	1000.00	  0.00
EX_for(e)	Formate exchange	for[e]  <=> 		1	  0.00	1000.00	  0.00
EX_fru(e)	D-Fructose exchange	fru[e]  <=> 		1	  0.00	1000.00	  0.00
EX_fuc1p-L(e)	L-Fucose 1-phosphate exchange	fuc1p-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_fuc-L(e)	L-Fucose exchange	fuc-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_fum(e)	Fumarate exchange	fum[e]  <=> 		1	  0.00	1000.00	  0.00
EX_g6p(e)	D-Glucose 6-phosphate exchange	g6p[e]  <=> 		1	  0.00	1000.00	  0.00
EX_gal(e)	D-Galactose exchange	gal[e]  <=> 		1	  0.00	1000.00	  0.00
EX_galct-D(e)	D-Galactarate exchange	galct-D[e]  <=> 		1	  0.00	1000.00	  0.00
EX_galctn-D(e)	D-Galactonate exchange	galctn-D[e]  <=> 		1	  0.00	1000.00	  0.00
EX_galt(e)	Galactitol exchange	galt[e]  <=> 		1	  0.00	1000.00	  0.00
EX_galur(e)	D-Galacturonate exchange	galur[e]  <=> 		1	  0.00	1000.00	  0.00
EX_gam(e)	D-Glucosamine exchange	gam[e]  <=> 		1	  0.00	1000.00	  0.00
EX_gbbtn(e)	gamma-butyrobetaine exchange	gbbtn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_glc(e)	D-Glucose exchange	glc-D[e]  <=> 		1	-10.00	  0.00	  0.00
EX_glcn(e)	D-Gluconate exchange	glcn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_glcr(e)	D-Glucarate exchange	glcr[e]  <=> 		1	  0.00	1000.00	  0.00
EX_glcur(e)	D-Glucuronate exchange	glcur[e]  <=> 		1	  0.00	1000.00	  0.00
EX_gln-L(e)	L-Glutamine exchange	gln-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_glu-L(e)	L-Glutamate exchange	glu-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_gly(e)	Glycine exchange	gly[e]  <=> 		1	  0.00	1000.00	  0.00
EX_glyald(e)	D-Glyceraldehyde exchange	glyald[e]  <=> 		1	  0.00	1000.00	  0.00
EX_glyb(e)	Glycine betaine exchange	glyb[e]  <=> 		1	  0.00	1000.00	  0.00
EX_glyc3p(e)	Glycerol 3-phosphate exchange	glyc3p[e]  <=> 		1	  0.00	1000.00	  0.00
EX_glyc(e)	Glycerol exchange	glyc[e]  <=> 		1	  0.00	1000.00	  0.00
EX_glyclt(e)	Glycolate exchange	glyclt[e]  <=> 		1	  0.00	1000.00	  0.00
EX_gsn(e)	Guanosine exchange	gsn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_gua(e)	Guanine exchange	gua[e]  <=> 		1	  0.00	1000.00	  0.00
EX_h2o(e)	H2O exchange	h2o[e]  <=> 		1	-1000.00	1000.00	  0.00
EX_h(e)	H+ exchange	h[e]  <=> 		1	-1000.00	1000.00	  0.00
EX_hdca(e)	Hexadecanoate (n-C16:0) exchange	hdca[e]  <=> 		1	  0.00	1000.00	  0.00
EX_his-L(e)	L-Histidine exchange	his-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_hxan(e)	Hypoxanthine exchange	hxan[e]  <=> 		1	  0.00	1000.00	  0.00
EX_idon-L(e)	L-Idonate exchange	idon-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_ile-L(e)	L-Isoleucine exchange	ile-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_indole(e)	Indole exchange	indole[e]  <=> 		1	  0.00	1000.00	  0.00
EX_ins(e)	Inosine exchange	ins[e]  <=> 		1	  0.00	1000.00	  0.00
EX_k(e)	K+ exchange	k[e]  <=> 		1	-1000.00	1000.00	  0.00
EX_lac-D(e)	D-lactate exchange	lac-D[e]  <=> 		1	  0.00	1000.00	  0.00
EX_lac-L(e)	L-Lactate exchange	lac-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_lcts(e)	Lactose exchange	lcts[e]  <=> 		1	  0.00	1000.00	  0.00
EX_leu-L(e)	L-Leucine exchange	leu-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_lys-L(e)	L-Lysine exchange	lys-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_mal-L(e)	L-Malate exchange	mal-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_malt(e)	Maltose exchange	malt[e]  <=> 		1	  0.00	1000.00	  0.00
EX_malthx(e)	Maltohexaose exchange	malthx[e]  <=> 		1	  0.00	1000.00	  0.00
EX_maltpt(e)	Maltopentaose exchange	maltpt[e]  <=> 		1	  0.00	1000.00	  0.00
EX_malttr(e)	Maltotriose exchange	malttr[e]  <=> 		1	  0.00	1000.00	  0.00
EX_maltttr(e)	Maltotetraose exchange	maltttr[e]  <=> 		1	  0.00	1000.00	  0.00
EX_man6p(e)	D-Mannose 6-phosphate exchange	man6p[e]  <=> 		1	  0.00	1000.00	  0.00
EX_man(e)	D-Mannose exchange	man[e]  <=> 		1	  0.00	1000.00	  0.00
EX_melib(e)	Melibiose exchange	melib[e]  <=> 		1	  0.00	1000.00	  0.00
EX_met-D(e)	D-Methionine exchange	met-D[e]  <=> 		1	  0.00	1000.00	  0.00
EX_met-L(e)	L-Methionine exchange	met-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_mnl(e)	D-Mannitol exchange	mnl[e]  <=> 		1	  0.00	1000.00	  0.00
EX_na1(e)	Sodium exchange	na1[e]  <=> 		1	-1000.00	1000.00	  0.00
EX_nac(e)	Nicotinate exchange	nac[e]  <=> 		1	  0.00	1000.00	  0.00
EX_nad(e)	Nicotinamide adenine dinucleotide exchange	nad[e]  <=> 		1	  0.00	1000.00	  0.00
EX_nh4(e)	Ammonia exchange	nh4[e]  <=> 		1	-1000.00	1000.00	  0.00
EX_nmn(e)	NMN exchange	nmn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_no2(e)	Nitrite exchange	no2[e]  <=> 		1	  0.00	1000.00	  0.00
EX_no3(e)	Nitrate exchange	no3[e]  <=> 		1	  0.00	1000.00	  0.00
EX_o2(e)	O2 exchange	o2[e]  <=> 		1	-20.00	  0.00	  0.00
EX_ocdca(e)	octadecanoate (n-C18:0) exchange	ocdca[e]  <=> 		1	  0.00	1000.00	  0.00
EX_orn(e)	Ornithine exchange	orn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_phe-L(e)	L-Phenylalanine exchange	phe-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_pi(e)	Phosphate exchange	pi[e]  <=> 		1	-1000.00	1000.00	  0.00
EX_pnto-R(e)	(R)-Pantothenate exchange	pnto-R[e]  <=> 		1	  0.00	1000.00	  0.00
EX_pppn(e)	Phenylpropanoate exchange	pppn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_pro-L(e)	L-Proline exchange	pro-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_ptrc(e)	Putrescine exchange	ptrc[e]  <=> 		1	  0.00	1000.00	  0.00
EX_pyr(e)	Pyruvate exchange	pyr[e]  <=> 		1	  0.00	1000.00	  0.00
EX_rib-D(e)	D-Ribose exchange	rib-D[e]  <=> 		1	  0.00	1000.00	  0.00
EX_rmn(e)	L-Rhamnose exchange	rmn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_sbt-D(e)	D-Sorbitol exchange	sbt-D[e]  <=> 		1	  0.00	1000.00	  0.00
EX_ser-D(e)	D-Serine exchange	ser-D[e]  <=> 		1	  0.00	1000.00	  0.00
EX_ser-L(e)	L-Serine exchange	ser-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_so4(e)	Sulfate exchange	so4[e]  <=> 		1	-1000.00	1000.00	  0.00
EX_spmd(e)	Spermidine exchange	spmd[e]  <=> 		1	  0.00	1000.00	  0.00
EX_succ(e)	Succinate exchange	succ[e]  <=> 		1	  0.00	1000.00	  0.00
EX_sucr(e)	Sucrose exchange	sucr[e]  <=> 		1	  0.00	1000.00	  0.00
EX_tartr-L(e)	L-tartrate exchange	tartr-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_taur(e)	Taurine exchange	taur[e]  <=> 		1	  0.00	1000.00	  0.00
EX_thm(e)	Thiamin exchange	thm[e]  <=> 		1	  0.00	1000.00	  0.00
EX_thr-L(e)	L-Threonine exchange	thr-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_thymd(e)	Thymidine exchange	thymd[e]  <=> 		1	  0.00	1000.00	  0.00
EX_tma(e)	Trimethylamine exchange	tma[e]  <=> 		1	  0.00	1000.00	  0.00
EX_tmao(e)	Trimethylamine N-oxide exchange	tmao[e]  <=> 		1	  0.00	1000.00	  0.00
EX_tre(e)	Trehalose exchange	tre[e]  <=> 		1	  0.00	1000.00	  0.00
EX_trp-L(e)	L-Tryptophan exchange	trp-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_tsul(e)	Thiosulfate exchange	tsul[e]  <=> 		1	  0.00	1000.00	  0.00
EX_ttdca(e)	tetradecanoate (n-C14:0) exchange	ttdca[e]  <=> 		1	  0.00	1000.00	  0.00
EX_tyr-L(e)	L-Tyrosine exchange	tyr-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_ura(e)	Uracil exchange	ura[e]  <=> 		1	  0.00	1000.00	  0.00
EX_urea(e)	Urea exchange	urea[e]  <=> 		1	  0.00	1000.00	  0.00
EX_uri(e)	Uridine exchange	uri[e]  <=> 		1	  0.00	1000.00	  0.00
EX_val-L(e)	L-Valine exchange	val-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_xan(e)	Xanthine exchange	xan[e]  <=> 		1	  0.00	1000.00	  0.00
EX_xtsn(e)	Xanthosine exchange	xtsn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_xyl-D(e)	D-Xylose exchange	xyl-D[e]  <=> 		1	  0.00	1000.00	  0.00
F6PA	fructose 6-phosphate aldolase	f6p[c]  <=> dha[c] + g3p[c] 	(b0825) or (b3946)	1	-1000.00	1000.00	  0.00
FAO1	Fatty acid oxidation (tetradecanoate)	atp[c] + 7 coa[c] + 6 fad[c] + 6 h2o[c] + 6 nad[c] + ttdca[c]  -> 7 accoa[c] + amp[c] + 6 fadh2[c] + 6 h[c] + 6 nadh[c] + ppi[c] 	(b1805) and (b3845) and (b0221) and (b3846)	0	  0.00	1000.00	  0.00
FAO2	Fatty acid oxidation (n-C16:0)	atp[c] + 8 coa[c] + 7 fad[c] + 7 h2o[c] + hdca[c] + 7 nad[c]  -> 8 accoa[c] + amp[c] + 7 fadh2[c] + 7 h[c] + 7 nadh[c] + ppi[c] 	(b1805) and (b3845) and (b0221) and (b3846)	0	  0.00	1000.00	  0.00
FAO3	Fatty acid oxidation (octadecanoate)	atp[c] + 9 coa[c] + 8 fad[c] + 8 h2o[c] + 8 nad[c] + ocdca[c]  -> 9 accoa[c] + amp[c] + 8 fadh2[c] + 8 h[c] + 8 nadh[c] + ppi[c] 	(b1805) and (b3845) and (b0221) and (b3846)	0	  0.00	1000.00	  0.00
FAO4	fatty acid oxidation (Butanoyl-CoA )	btcoa[c] + fad[c] + h2o[c] + nad[c]  -> aacoa[c] + fadh2[c] + h[c] + nadh[c] 	(b0221) and (b3846)	0	  0.00	1000.00	  0.00
FBA	fructose-bisphosphate aldolase	fdp[c]  <=> dhap[c] + g3p[c] 	(b1773) or (b2097) or (b2925)	1	-1000.00	1000.00	  0.00
FBP	fructose-bisphosphatase	fdp[c] + h2o[c]  -> f6p[c] + pi[c] 	(b4232)	0	  0.00	1000.00	  0.00
FCI	L-fucose isomerase	fuc-L[c]  <=> fcl-L[c] 	(b2802)	1	-1000.00	1000.00	  0.00
FCLK	L-fuculokinase	atp[c] + fcl-L[c]  -> adp[c] + fc1p[c] + h[c] 	(b2803)	0	  0.00	1000.00	  0.00
FCLPA	L-fuculose 1-phosphate aldolase	fc1p[c]  <=> dhap[c] + lald-L[c] 	(b2800) or (b2738)	1	-1000.00	1000.00	  0.00
FCLT	Ferrochelatase	fe2[c] + ppp9[c]  -> 2 h[c] + pheme[c] 	(b0475)	0	  0.00	1000.00	  0.00
FDH2	formate dehydrogenase (quinone-8: 2 protons)	for[c] + 3 h[c] + q8[c]  -> co2[c] + 2 h[e] + q8h2[c] 	(b1476 and b1474 and b1475) or (b4079) or (b3892 and b3894 and b3893)	0	  0.00	1000.00	  0.00
FDH3	Formate Dehydrogenase (menaquinone-8: 2 protons)	for[c] + 3 h[c] + mqn8[c]  -> co2[c] + 2 h[e] + mql8[c] 	(b3892 and b3894 and b3893) or (b1476 and b1474 and b1475)	0	  0.00	1000.00	  0.00
FE2abc	iron (II) transport via ABC system	atp[c] + fe2[e] + h2o[c]  -> adp[c] + fe2[c] + h[c] + pi[c] 	(b3409)	0	  0.00	1000.00	  0.00
FFSD	beta-fructofuranosidase	h2o[c] + suc6p[c]  -> fru[c] + g6p[c] 		0	  0.00	1000.00	  0.00
FHL	Formate-hydrogen lyase	for[c] + h[c]  -> co2[c] + h2[c] 	(b4079) and (b2721 and b2723 and b2724 and b2722 and b2720 and b2719)	0	  0.00	1000.00	  0.00
FMNAT	FMN adenylyltransferase	atp[c] + fmn[c] + h[c]  -> fad[c] + ppi[c] 	(b0025)	0	  0.00	1000.00	  0.00
FORt	formate transport via diffusion	for[e]  <=> for[c] 	(b2492) or (b0904)	1	-1000.00	1000.00	  0.00
FRD2	fumarate reductase	fum[c] + mql8[c]  -> mqn8[c] + succ[c] 	(b4151 and b4154 and b4153 and b4152)	0	  0.00	1000.00	  0.00
FRD3	fumarate reductase	2dmmql8[c] + fum[c]  -> 2dmmq8[c] + succ[c] 	(b4151 and b4154 and b4153 and b4152)	0	  0.00	1000.00	  0.00
FRUK	fructose-1-phosphate kinase	atp[c] + f1p[c]  -> adp[c] + fdp[c] + h[c] 	(b2168)	0	  0.00	1000.00	  0.00
FRUpts	D-fructose transport via PEP:Pyr PTS	fru[e] + pep[c]  -> f1p[c] + pyr[c] 	(b2415) and (b2416) and (b2167) and (b2169)	0	  0.00	1000.00	  0.00
FRUpts2	Fructose transport via PEP:Pyr PTS (f6p generating)	fru[e] + pep[c]  -> f6p[c] + pyr[c] 	(b2415) and (b2416) and (b1818) and (b1819) and (b1817)	0	  0.00	1000.00	  0.00
FTHFD	formyltetrahydrofolate deformylase	10fthf[c] + h2o[c]  -> for[c] + h[c] + thf[c] 	(b1232)	0	  0.00	1000.00	  0.00
FUCPt6_2	Fucose 1-phosphate transport via phosphate antiport	fuc1p-L[e] + 2 pi[c]  -> fuc1p-L[c] + 2 pi[e] 	(b3666)	0	  0.00	1000.00	  0.00
FUCt	L-fucose transport via proton symport	fuc-L[e] + h[e]  <=> fuc-L[c] + h[c] 	(b2801)	1	-1000.00	1000.00	  0.00
FUM	fumarase	fum[c] + h2o[c]  <=> mal-L[c] 	(b1612) or (b1611) or (b4122)	1	-1000.00	1000.00	  0.00
FUMt2_2	Fumarate transport via proton symport (2 H)	fum[e] + 2 h[e]  -> fum[c] + 2 h[c] 	(b3528)	0	  0.00	1000.00	  0.00
FUMt2_3	Fumarate transport via proton symport (3 H)	fum[e] + 3 h[e]  -> fum[c] + 3 h[c] 	(b4123) or (b0621) or (b4138)	0	  0.00	1000.00	  0.00
G1PACT	glucosamine-1-phosphate N-acetyltransferase	accoa[c] + gam1p[c]  -> acgam1p[c] + coa[c] + h[c] 	(b3730)	0	  0.00	1000.00	  0.00
G1PP	Glucose-1-phosphatase	g1p[c] + h2o[c]  -> glc-D[c] + pi[c] 	(b1002)	0	  0.00	1000.00	  0.00
G1PTT	glucose-1-phosphate thymidylyltransferase	dttp[c] + g1p[c] + h[c]  -> dtdpglu[c] + ppi[c] 	(b3789) or (b2039)	0	  0.00	1000.00	  0.00
G1SATi	glutamate-1-semialdehyde aminotransferase	glu1sa[c]  -> 5aop[c] 	(b0154)	0	  0.00	1000.00	  0.00
G3PD2	glycerol-3-phosphate dehydrogenase (NADP)	glyc3p[c] + nadp[c]  <=> dhap[c] + h[c] + nadph[c] 	(b3608)	1	-1000.00	1000.00	  0.00
G3PD5	glycerol-3-phosphate dehydrogenase (ubiquinone-8)	glyc3p[c] + q8[c]  -> dhap[c] + q8h2[c] 	(b2242 and b2241 and b2243) or (b3426)	0	  0.00	1000.00	  0.00
G3PD6	glycerol-3-phosphate dehydrogenase (menaquinone-8)	glyc3p[c] + mqn8[c]  -> dhap[c] + mql8[c] 	(b2242 and b2241 and b2243)	0	  0.00	1000.00	  0.00
G3PD7	glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8)	2dmmq8[c] + glyc3p[c]  -> 2dmmql8[c] + dhap[c] 	(b2242 and b2241 and b2243)	0	  0.00	1000.00	  0.00
G5SADs	L-glutamate 5-semialdehyde dehydratase (spontaneous)	glu5sa[c]  -> 1pyr5c[c] + h2o[c] + h[c] 		0	  0.00	1000.00	  0.00
G5SD	glutamate-5-semialdehyde dehydrogenase	glu5p[c] + h[c] + nadph[c]  -> glu5sa[c] + nadp[c] + pi[c] 	(b0243)	0	  0.00	1000.00	  0.00
G6PDA	glucosamine-6-phosphate deaminase	gam6p[c] + h2o[c]  -> f6p[c] + nh4[c] 	(b0678)	0	  0.00	1000.00	  0.00
G6PDH2r	glucose 6-phosphate dehydrogenase	g6p[c] + nadp[c]  <=> 6pgl[c] + h[c] + nadph[c] 	(b1852)	1	-1000.00	1000.00	  0.00
G6Pt6_2	Glucose-6-phosphate transport via phosphate antiport	g6p[e] + 2 pi[c]  -> g6p[c] + 2 pi[e] 	(b3666)	0	  0.00	1000.00	  0.00
GALCTD	galactarate dehydratase	galct-D[c]  -> 5dh4dglc[c] + h2o[c] 	(b3128)	0	  0.00	1000.00	  0.00
GALCTND	galactonate dehydratase	galctn-D[c]  -> 2dh3dgal[c] + h2o[c] 	(b3692)	0	  0.00	1000.00	  0.00
GALCTNt2r	D-galactonate transport via proton symport, reversible	galctn-D[e] + h[e]  <=> galctn-D[c] + h[c] 	(b3691)	1	-1000.00	1000.00	  0.00
GALCTt2r	D-galactarte transport via proton symport, reversible	galct-D[e] + h[e]  <=> galct-D[c] + h[c] 	(b3127)	1	-1000.00	1000.00	  0.00
GALKr	galactokinase	atp[c] + gal[c]  <=> adp[c] + gal1p[c] + h[c] 	(b0757) or (b2045)	1	-1000.00	1000.00	  0.00
GALS3	a-galactosidase (melibiose)	h2o[c] + melib[c]  -> gal[c] + glc-D[c] 	(b4119)	0	  0.00	1000.00	  0.00
GALTpts	Galactitol transport via PEP:Pyr PTS	galt[e] + pep[c]  -> galt1p[c] + pyr[c] 	(b2415) and (b2092) and (b2094) and (b2416) and (b2093)	0	  0.00	1000.00	  0.00
GALU	UTP-glucose-1-phosphate uridylyltransferase	g1p[c] + h[c] + utp[c]  <=> ppi[c] + udpg[c] 	(b1236)	1	-1000.00	1000.00	  0.00
GALURt2r	D-galacturonate transport via proton symport, reversible	galur[e] + h[e]  <=> galur[c] + h[c] 	(b3093)	1	-1000.00	1000.00	  0.00
GALUi	UTP-glucose-1-phosphate uridylyltransferase (irreversible)	g1p[c] + h[c] + utp[c]  -> ppi[c] + udpg[c] 	(b1236) or (b2042)	0	  0.00	1000.00	  0.00
GALabc	D-galactose transport via ABC system	atp[c] + gal[e] + h2o[c]  -> adp[c] + gal[c] + h[c] + pi[c] 	(b2148) and (b2150) and (b2149)	0	  0.00	1000.00	  0.00
GALt2	D-galactose transport in via proton symport	gal[e] + h[e]  -> gal[c] + h[c] 	(b2943)	0	  0.00	1000.00	  0.00
GAMpts	D-glucosamine transport via PEP:Pyr PTS	gam[e] + pep[c]  -> gam6p[c] + pyr[c] 	(b2415) and (b2416) and (b1818) and (b1817) and (b1819)	0	  0.00	1000.00	  0.00
GAPD	glyceraldehyde-3-phosphate dehydrogenase	g3p[c] + nad[c] + pi[c]  <=> 13dpg[c] + h[c] + nadh[c] 	(b1417 and b1416) or (b1779)	1	-1000.00	1000.00	  0.00
GARFT	phosphoribosylglycinamide formyltransferase	10fthf[c] + gar[c]  <=> fgam[c] + h[c] + thf[c] 	(b2500)	1	-1000.00	1000.00	  0.00
GART	GAR transformylase-T	atp[c] + for[c] + gar[c]  -> adp[c] + fgam[c] + h[c] + pi[c] 	(b1849)	0	  0.00	1000.00	  0.00
GCALDD	Glycolaldehyde dehydrogenase	gcald[c] + h2o[c] + nad[c]  -> glyclt[c] + 2 h[c] + nadh[c] 	(b1415)	0	  0.00	1000.00	  0.00
GDMANE	GDP-4-dehydro-6-deoxy-D-mannose epimerase	gdpddman[c]  -> gdpofuc[c] 	(b2052)	0	  0.00	1000.00	  0.00
GF6PTA	glutamine-fructose-6-phosphate transaminase	f6p[c] + gln-L[c]  -> gam6p[c] + glu-L[c] 	(b3729)	0	  0.00	1000.00	  0.00
GHMT2	glycine hydroxymethyltransferase	ser-L[c] + thf[c]  -> gly[c] + h2o[c] + mlthf[c] 	(b2551)	0	  0.00	1000.00	  0.00
GK1	guanylate kinase (GMP:ATP)	atp[c] + gmp[c]  <=> adp[c] + gdp[c] 	(b3648)	1	-1000.00	1000.00	  0.00
GLCDe	Glucose dehydrogenase (ubiquinone-8 as acceptor)	glc-D[e] + h2o[e] + q8[c]  -> glcn[e] + h[e] + q8h2[c] 	(b0124)	0	  0.00	1000.00	  0.00
GLCNt2r	D-gluconate transport via proton symport, reversible	glcn[e] + h[e]  <=> glcn[c] + h[c] 	(b4265) or (b3415) or (b4321)	1	-1000.00	1000.00	  0.00
GLCP	glycogen phosphorylase	glycogen[c] + pi[c]  -> g1p[c] 	(b3428) or (b3417)	0	  0.00	1000.00	  0.00
GLCRAL	 5-dehydro-4-deoxyglucarate aldolase	5dh4dglc[c]  -> 2h3oppan[c] + pyr[c] 	(b3126)	0	  0.00	1000.00	  0.00
GLCRD	glucarate dehydratase	glcr[c]  -> 5dh4dglc[c] + h2o[c] 	(b2787) or (b2788)	0	  0.00	1000.00	  0.00
GLCRt2r	D-glucarate transport via proton symport, reversible	glcr[e] + h[e]  <=> glcr[c] + h[c] 	(b3127) or (b2789)	1	-1000.00	1000.00	  0.00
GLCS1	glycogen synthase (ADPGlc)	adpglc[c]  -> adp[c] + glycogen[c] + h[c] 	(b3429)	0	  0.00	1000.00	  0.00
GLCURt2r	D-glucuronate transport via proton symport, reversible	glcur[e] + h[e]  <=> glcur[c] + h[c] 	(b3909) or (b3093)	1	-1000.00	1000.00	  0.00
GLCpts	D-glucose transport via PEP:Pyr PTS	glc-D[e] + pep[c]  -> g6p[c] + pyr[c] 	(b2415) and (b2417) and (b2416) and (b1101) or (b2415) and (b2416) and (b1818) and (b1817) and (b1819) or (b1621) and (b2415) and (b2417) and (b2416)	0	  0.00	1000.00	  0.00
GLCt2	D-glucose transport in via proton symport	glc-D[e] + h[e]  -> glc-D[c] + h[c] 	(b2943)	0	  0.00	1000.00	  0.00
GLGC	glucose-1-phosphate adenylyltransferase	atp[c] + g1p[c] + h[c]  -> adpglc[c] + ppi[c] 	(b3430)	0	  0.00	1000.00	  0.00
GLNS	glutamine synthetase	atp[c] + glu-L[c] + nh4[c]  -> adp[c] + gln-L[c] + h[c] + pi[c] 	(b3870) or (b1297)	0	  0.00	1000.00	  0.00
GLNabc	L-glutamine transport via ABC system	atp[c] + gln-L[e] + h2o[c]  -> adp[c] + gln-L[c] + h[c] + pi[c] 	(b0810) and (b0811) and (b0809)	0	  0.00	1000.00	  0.00
GLTPD	Galactitol-1-phosphate dehydrogenase	galt1p[c] + nad[c]  <=> h[c] + nadh[c] + tag6p-D[c] 	(b2091)	1	-1000.00	1000.00	  0.00
GLU5K	glutamate 5-kinase	atp[c] + glu-L[c]  -> adp[c] + glu5p[c] 	(b0242)	0	  0.00	1000.00	  0.00
GLUABUTt7	 4-aminobutyrate/glutamate antiport	4abut[c] + glu-L[e]  <=> 4abut[e] + glu-L[c] 	(b1492)	1	-1000.00	1000.00	  0.00
GLUCYS	gamma-glutamylcysteine synthetase	atp[c] + cys-L[c] + glu-L[c]  -> adp[c] + glucys[c] + h[c] + pi[c] 	(b2688)	0	  0.00	1000.00	  0.00
GLUDC	Glutamate Decarboxylase	glu-L[c] + h[c]  -> 4abut[c] + co2[c] 	(b3517) or (b1493)	0	  0.00	1000.00	  0.00
GLUDy	glutamate dehydrogenase (NADP)	glu-L[c] + h2o[c] + nadp[c]  <=> akg[c] + h[c] + nadph[c] + nh4[c] 	(b1761)	1	-1000.00	1000.00	  0.00
GLUN	glutaminase	gln-L[c] + h2o[c]  -> glu-L[c] + nh4[c] 	(b2957) or (b0485) or (b1812) or (b1524)	0	  0.00	1000.00	  0.00
GLUPRT	glutamine phosphoribosyldiphosphate amidotransferase	gln-L[c] + h2o[c] + prpp[c]  -> glu-L[c] + ppi[c] + pram[c] 	(b2312)	0	  0.00	1000.00	  0.00
GLUR	glutamate racemase	glu-D[c]  <=> glu-L[c] 	(b3967)	1	-1000.00	1000.00	  0.00
GLUSy	glutamate synthase (NADPH)	akg[c] + gln-L[c] + h[c] + nadph[c]  -> 2 glu-L[c] + nadp[c] 	(b3212 and b3213)	0	  0.00	1000.00	  0.00
GLUTRR	glutamyl-tRNA reductase	glutrna[c] + h[c] + nadph[c]  -> glu1sa[c] + nadp[c] + trnaglu[c] 	(b1210)	0	  0.00	1000.00	  0.00
GLUTRS	Glutamyl-tRNA synthetase	atp[c] + glu-L[c] + trnaglu[c]  -> amp[c] + glutrna[c] + ppi[c] 	(b2400)	0	  0.00	1000.00	  0.00
GLUabc	L-glutamate transport via ABC system	atp[c] + glu-L[e] + h2o[c]  -> adp[c] + glu-L[c] + h[c] + pi[c] 	(b0653) and (b0654) and (b0655) and (b0652)	0	  0.00	1000.00	  0.00
GLUt2r	L-glutamate transport via proton symport, reversible	glu-L[e] + h[e]  <=> glu-L[c] + h[c] 	(b4077)	1	-1000.00	1000.00	  0.00
GLUt4	Na+/glutamate symport	glu-L[e] + na1[e]  -> glu-L[c] + na1[c] 	(b3653)	0	  0.00	1000.00	  0.00
GLXCL	glyoxalate carboligase	2 glx[c] + h[c]  -> 2h3oppan[c] + co2[c] 	(b0507)	0	  0.00	1000.00	  0.00
GLYALDt	Glyceraldehyde facilitated diffusion	glyald[e]  <=> glyald[c] 	(b3927)	1	-1000.00	1000.00	  0.00
GLYATi	glycine C-acetyltransferase (irreversible)	2aobut[c] + coa[c]  -> accoa[c] + gly[c] 	(b3617)	0	  0.00	1000.00	  0.00
GLYBabc	Glycine betaine transport via ABC system	atp[c] + glyb[e] + h2o[c]  -> adp[c] + glyb[c] + h[c] + pi[c] 	(b2130) and (b2128) and (b2131) and (b2129)	0	  0.00	1000.00	  0.00
GLYBt2r	Glycine betaine transport via proton symport, reversible	glyb[e] + h[e]  <=> glyb[c] + h[c] 	(b1801)	1	-1000.00	1000.00	  0.00
GLYC3Pabc	sn-Glycerol 3-phosphate transport via ABC system	atp[c] + glyc3p[e] + h2o[c]  -> adp[c] + glyc3p[c] + h[c] + pi[c] 	(b3451) and (b3453) and (b3452) and (b3450)	0	  0.00	1000.00	  0.00
GLYC3Pt6	Glycerol-3-phosphate : phosphate antiporter	glyc3p[e] + pi[c]  -> glyc3p[c] + pi[e] 	(b2240)	0	  0.00	1000.00	  0.00
GLYCDx	Glycerol dehydrogenase	glyc[c] + nad[c]  -> dha[c] + h[c] + nadh[c] 	(b3945)	0	  0.00	1000.00	  0.00
GLYCK	glycerate kinase	atp[c] + glyc-R[c]  -> 3pg[c] + adp[c] + h[c] 	(b0514) or (b3124)	0	  0.00	1000.00	  0.00
